"var.diff.cumulative.coauthors.2.years","var.diff.cumulative.coauthors.4.years","mean.diff.articles","mean.diff.cumulative.coauthors","var.diff.cumulative.coauthors.5.years","var.diff.articles.5.years","var.diff.2.cumulative.coauthors.5.years.up","entropy.opposite","mean.author.minus.venue.context.zscore","var.diff.2.cumulative.coauthors.4.years.up","var.diff.2.articles.5.years.up","var.diff.2.articles.2.years.up","var.diff.2.articles.4.years.up","var.diff.2.articles.3.years.up","var.diff.2.cumulative.coauthors.3.years.up","Node"
2359,1740,1436,2944,4225,4225,4225,2506,4225,1396,4225,666,277,3663,4225,"2398"
1234,2266,3419,2336,848,614,927,1239,4225,1548,856,3037,1471,2750,895,"2399"
3192,1812,4109,1913,2374,2620,4225,2427,4225,4225,1579,3454,1806,2503,4225,"2400"
1544,3055,1320,320,2374,868,76,1509,829,4225,2564,1555,2952,2935,668,"2401"
4008,3317,2138,2619,3149,2141,4225,1681,4225,4225,1139,2121,1922,2431,4225,"2402"
1169,1454,483,263,3057,868,45,415,695,4225,1139,3903,4225,2910,311,"2403"
1149,2157,3230,998,1514,1572,889,4222,4225,456,2469,2609,1594,1777,3145,"2404"
2114,3055,3724,2849,2471,868,746,684,1018,4225,1291,3267,1922,2542,1286,"2405"
3560,3055,2377,2196,2638,2873,927,2265,4225,1044,790,3637,4225,3341,2957,"2406"
965,483,2794,255,367,2749,4225,914,4225,4225,1067,2609,1471,3047,4225,"2407"
324,231,3129,1479,346,2033,4225,2940,4225,4225,4225,616,4225,4225,97,"2408"
2645,2395,1097,3850,2724,1120,4225,112,718,4225,2153,1273,721,3791,2137,"2409"
2413,1979,3400,3995,1514,1481,4225,456,4225,4225,4225,1745,4225,3145,4225,"2410"
2669,2931,1360,2330,2560,430,4225,1374,4225,4225,1067,3975,2536,2985,764,"2411"
3295,2705,3400,3964,2471,923,4225,2018,4225,4225,1579,2082,2820,2795,1727,"2412"
1349,999,4017,3770,946,2749,4225,2688,4225,4225,4225,1608,4225,978,4225,"2413"
1065,1675,1888,1361,1908,1481,4225,3814,4225,4225,1985,1570,721,1294,884,"2414"
2306,4225,944,3702,2471,108,1182,1384,4225,4225,73,700,142,339,1660,"2415"
2123,2834,310,674,2724,728,4225,771,268,4225,1219,634,526,3341,508,"2416"
1691,956,2701,2758,2201,2501,4225,2514,4225,4225,1139,2174,874,1433,637,"2417"
3058,4225,3613,4104,2979,2749,4225,2280,4225,4225,1511,1933,2419,1433,2498,"2418"
1905,646,89,320,848,73,1043,2306,184,1340,681,465,1058,477,2164,"2419"
3723,2395,3072,3912,4225,4225,4225,1386,4225,1501,4225,3211,800,3663,2957,"2420"
973,956,3819,3410,946,3017,4225,2941,4225,4225,1067,3081,4225,1689,413,"2421"
3358,2395,3321,2557,1699,2033,1598,3837,4225,1501,1908,3729,2419,3047,2771,"2422"
2934,1392,1655,1879,2123,868,1135,3045,4225,1153,2240,2150,2820,2985,2348,"2423"
3329,2266,3072,1846,4225,4225,4225,3171,4225,4225,4225,2779,2666,2503,2572,"2424"
2514,2490,535,674,3057,2141,153,2220,4225,229,264,1460,800,993,1873,"2425"
3265,2266,743,2884,2638,2141,4225,1348,4225,4225,306,1043,434,606,1505,"2426"
2943,1740,1823,3296,1456,2391,4225,1194,667,4225,4225,2713,4225,606,4225,"2427"
4166,3317,4225,4193,3149,3017,4225,1769,4225,4225,4225,2230,4225,1433,4225,"2428"
4056,3546,1888,2070,2374,1481,831,1715,4225,456,2069,1684,2046,1343,1505,"2429"
3753,3195,3613,3930,3149,2620,1367,1833,502,4225,1579,2475,4225,1974,2957,"2430"
1237,848,2319,3460,1356,3169,4225,1907,667,4225,4225,1317,4225,675,4225,"2431"
2822,2157,996,2037,1982,2873,4225,3870,4225,4225,264,679,4225,4225,926,"2432"
3459,2834,2949,1479,2724,988,498,3887,4225,577,1828,2406,2952,1894,1640,"2433"
1581,1884,562,940,716,122,1454,3269,4225,937,135,560,204,386,2754,"2434"
2617,2834,1227,2411,1356,494,1288,2050,4225,1270,1426,1207,2536,2795,2957,"2435"
607,459,217,2037,716,3017,4225,591,545,4225,41,62,4225,40,186,"2436"
4126,2931,3819,4015,3057,3323,4225,1961,4225,4225,999,2150,4225,4225,4225,"2437"
547,425,965,1361,915,2141,4225,2293,320,4225,4225,302,4225,4225,141,"2438"
1156,745,2483,1237,848,2501,4225,3465,4225,4225,4225,652,4225,423,4225,"2439"
3695,3663,2855,1913,3057,1407,480,546,4225,4225,4225,3868,2820,3481,1799,"2440"
702,514,2855,3296,419,1267,4225,917,1038,4225,4225,1298,4225,4225,4225,"2441"
2334,2490,1753,3017,3149,1572,4225,271,1168,4225,1579,1991,962,3791,1365,"2442"
3429,4225,1205,4077,4225,4225,4225,4125,4225,4225,4225,931,357,1606,1995,"2443"
3159,3546,3037,2111,2896,1926,4225,2752,4225,355,4225,1976,4225,873,1365,"2444"
2993,2395,436,2341,4225,4225,4225,1720,4225,4225,4225,260,105,339,4225,"2445"
705,622,789,890,289,1338,4225,2987,4225,4225,4225,2578,4225,473,4225,"2446"
4168,3317,1076,2671,4225,4225,4225,2415,901,749,4225,2287,392,531,4225,"2447"
4032,4225,726,3703,4225,4225,4225,680,4225,4225,4225,1273,4225,3791,4225,"2448"
516,533,4017,4104,495,3169,4225,473,4225,4225,4225,3454,962,2503,4225,"2449"
1409,745,4225,3813,1162,3169,4225,899,4225,4225,1356,4179,2301,2824,4225,"2450"
3663,3195,3216,3296,2560,2256,4225,688,807,4225,1665,3773,2952,2431,3052,"2451"
2505,3195,1957,3124,1568,406,1367,713,4225,1209,500,1318,1171,2027,1973,"2452"
581,587,1436,1807,4225,4225,4225,2925,4225,324,4225,2857,477,2211,2847,"2453"
3230,2705,2855,3964,2471,1926,4225,1336,4225,4225,1985,2082,2046,3238,1799,"2454"
2875,4225,4017,3548,4225,1926,4225,3583,4225,4225,2469,3890,4225,3791,4225,"2455"
2708,3816,3514,3124,2724,2873,4225,423,881,4225,1139,2527,800,1974,1799,"2456"
749,2157,4225,1620,455,1338,272,4196,4225,1153,1828,1437,2952,2211,935,"2457"
3994,3195,1132,3415,4225,4225,4225,959,481,1044,4225,1839,2952,2503,2572,"2458"
3759,3816,1888,3169,2471,923,1221,1794,4225,4225,2153,2452,2419,3238,2234,"2459"
1497,587,1029,2003,4225,4225,4225,3032,920,172,4225,2082,2536,1479,1506,"2460"
3687,2075,2978,4019,4225,4225,4225,3713,334,1099,4225,3340,1471,2211,2856,"2461"
642,956,3613,2000,1764,2620,4225,1507,4225,4225,1511,3549,2046,2608,4225,"2462"
2445,1271,2794,3087,848,2749,552,3085,4225,663,999,1170,1058,779,1741,"2463"
2850,2157,1436,3995,2560,1842,4225,1187,4225,4225,1219,1317,1372,2689,4225,"2464"
2026,809,3613,2583,1356,3323,4225,552,4225,4225,4225,3848,4225,1860,4225,"2465"
2129,1588,3724,3509,2560,1926,4225,3112,4225,4225,2240,3549,2173,2287,1114,"2466"
3588,3816,4225,1589,2804,3454,4225,2951,4225,4225,856,3655,1171,4225,1230,"2467"
1286,1812,4225,3124,1456,1642,4225,244,765,4225,4225,1608,4225,2689,695,"2468"
3982,3816,464,3770,2896,923,4225,1477,4225,708,681,2082,1594,3145,1799,"2469"
1764,1675,2483,3196,1568,3169,4225,878,4225,4225,4225,1834,4225,1104,637,"2470"
2974,1979,3613,3995,2051,3454,4225,413,4225,4225,790,1814,4225,1598,1286,"2471"
3413,2157,3537,3202,1633,923,1504,4009,4225,1677,1579,3364,1275,3047,3145,"2472"
3164,3195,2138,2450,2284,988,927,714,4225,663,2469,3264,2666,2985,2847,"2473"
2183,3195,3037,1834,2051,1926,1454,2828,4225,1340,2240,3921,2173,3550,2150,"2474"
3695,3195,2018,2701,3149,1267,4225,3979,4225,640,2469,2530,2666,2824,2066,"2475"
1251,1077,996,3296,1568,2391,4225,1705,4225,4225,410,1906,874,614,4225,"2476"
3190,1740,2018,2119,4225,4225,4225,1196,4225,1501,4225,4159,526,1777,2368,"2477"
3351,2834,2794,3237,3310,2873,4225,3827,4225,4225,924,3356,4225,1667,4225,"2478"
2991,2705,724,1008,2471,316,319,1292,4225,355,924,869,2301,1689,1640,"2479"
1715,1979,464,1051,885,326,1559,1589,4225,822,2240,2008,2952,2985,2042,"2480"
332,334,339,1680,404,2873,4225,987,489,4225,73,323,97,266,106,"2481"
3240,2834,3037,2800,1764,774,1650,2499,4225,1153,1067,3458,1594,2608,2348,"2482"
570,554,310,1051,1301,1737,4225,342,731,4225,125,570,122,150,232,"2483"
553,1812,1554,524,1245,1267,625,2044,4225,4225,1985,3571,2173,3257,2667,"2484"
1218,1979,800,403,514,326,1221,1827,4225,215,1291,3109,1594,2450,2234,"2485"
2420,3546,2618,3076,1836,820,1504,2753,4225,1270,1511,1823,2536,1113,2786,"2486"
1528,1517,3400,3296,2979,1842,4225,3587,4225,4225,2240,1745,1275,3791,792,"2487"
2066,1812,1192,756,2051,728,385,2580,4225,4225,2069,789,1471,2062,1114,"2488"
3121,1675,1192,778,2638,1642,182,2508,4225,4225,1426,2327,1702,2001,4225,"2489"
534,1077,2855,907,1301,4225,4225,3222,4225,4225,440,1933,653,2910,4225,"2490"
2450,1271,2855,2583,1120,2391,4225,3070,4225,4225,4225,1118,584,606,4225,"2491"
3299,3055,148,594,2123,362,4225,1441,24,4225,1067,1840,653,1170,4225,"2492"
2927,2705,2332,3332,4225,4225,4225,3406,4225,4225,4225,445,2952,4225,4225,"2493"
2163,1454,189,2155,1836,467,4225,980,182,4225,1067,212,330,339,614,"2494"
293,314,187,1051,623,294,4225,1964,77,4225,1828,1530,115,264,147,"2495"
1731,745,3037,1793,816,868,693,2899,4225,301,1426,3755,1471,1827,852,"2496"
3200,4225,1509,1589,1409,1737,1454,2478,4225,355,1291,1976,1922,3145,2069,"2497"
2761,2395,4225,1956,1633,2501,1598,388,4225,1677,1665,4085,4225,2211,2454,"2498"
133,155,2056,182,50,3323,4225,685,4225,4225,468,1814,4225,376,25,"2499"
95,257,1888,890,222,3017,4225,2762,4225,4225,4225,2871,653,1598,47,"2500"
3984,3317,3037,3579,2724,2141,1504,2938,4225,1340,1908,3264,2046,2795,2234,"2501"
2328,4225,3400,3725,2896,868,1043,2841,4225,4225,999,3400,1471,2312,2498,"2502"
3970,3055,1691,3511,4225,4225,4225,3150,4225,4225,4225,3848,2952,1652,1799,"2503"
379,346,232,208,93,60,119,1649,561,408,87,1356,187,885,887,"2504"
75,2594,789,28,1699,1267,2,338,879,4225,856,1278,357,1433,86,"2505"
623,4225,868,1695,222,68,100,2787,4225,4225,41,156,115,42,617,"2506"
923,483,1136,1150,4225,4225,4225,3666,4225,383,4225,2327,357,873,2234,"2507"
1836,2705,2377,1541,1013,2501,4225,4052,4225,4225,4225,1814,4225,4225,4225,"2508"
504,514,1957,506,266,3169,4225,131,1017,4225,4225,3211,4225,1029,70,"2509"
2622,4225,1105,1241,4225,4225,4225,3153,4225,4225,4225,755,4225,1280,2847,"2510"
1349,919,3514,996,1070,3323,1182,951,4225,1611,4225,3549,1471,1974,1170,"2511"
3022,1588,3819,2498,1198,1572,1182,3649,4225,1209,4225,3161,1806,2450,2985,"2512"
1681,2834,1331,1512,4225,4225,4225,3828,4225,263,4225,3921,2666,3501,1873,"2513"
1251,1221,1957,3076,1013,4225,4225,965,4225,4225,350,1025,4225,873,668,"2514"
491,1337,3400,689,3057,1572,4225,1137,4225,4225,2564,3655,2301,1872,4225,"2515"
3672,3663,2794,3410,2374,923,1367,673,4225,874,1746,3454,1471,2985,2847,"2516"
809,2705,924,516,848,1407,964,3542,4225,4225,1291,2314,4225,2211,3145,"2517"
1190,399,771,948,4225,4225,4225,2670,4225,215,4225,971,434,427,1239,"2518"
1556,883,4109,1956,816,2391,4225,4157,4225,4225,1828,4073,2952,3663,4225,"2519"
1858,1979,837,2000,2724,1842,404,1023,297,4225,631,1204,962,1433,2572,"2520"
1393,883,3819,2758,978,2749,4225,776,4225,4225,1665,2944,4225,2689,550,"2521"
957,3816,2949,413,2051,4225,4225,2745,4225,4225,537,1714,874,3663,215,"2522"
3360,4225,837,1455,4225,4225,4225,3761,4225,4225,4225,1118,4225,1598,3145,"2523"
476,425,1049,907,514,2620,4225,366,969,4225,4225,377,4225,376,4225,"2524"
3918,3195,2202,1589,3149,2256,297,2930,4225,383,1219,2893,1372,1974,1600,"2525"
3930,2594,2794,2800,2374,1191,4225,3888,4225,4225,1908,3250,2666,3173,1505,"2526"
3084,1675,4225,3702,3057,3323,4225,4000,4225,874,4225,2121,1058,1280,2234,"2527"
625,4225,792,146,4225,4225,4225,3003,4225,4225,4225,1157,4225,606,1961,"2528"
791,4225,3230,2712,4225,235,4225,4007,4225,4225,140,758,1372,485,1588,"2529"
2965,1588,4017,2549,1982,3017,4225,3953,4225,4225,1291,3231,4225,1974,1014,"2530"
3134,3430,600,1655,1982,380,1221,2472,4225,708,1426,1608,526,3145,2754,"2531"
3835,3546,642,3076,4225,2873,831,3221,4225,4225,4225,1164,4225,1280,2847,"2532"
4152,3317,4017,4085,3310,2501,4225,126,667,4225,1665,3250,1171,2261,3224,"2533"
1488,3546,383,563,1301,406,552,2398,4225,4225,2310,694,2952,2120,2042,"2534"
3455,3195,1570,2075,4225,4225,4225,3343,4225,791,4225,1555,1171,3481,1898,"2535"
2772,3663,600,1834,1982,3454,889,2722,4225,4225,107,679,4225,211,2847,"2536"
3721,3195,2794,3548,3149,3323,927,3764,4225,1209,631,3132,2301,1598,2957,"2537"
2349,1812,3216,2671,1409,2501,4225,2668,4225,4225,4225,1437,4225,473,733,"2538"
1512,956,535,2450,559,3169,4225,230,1105,4225,118,178,4225,127,4225,"2539"
1725,4225,126,766,4225,4225,4225,1933,4225,4225,4225,1351,4225,292,1799,"2540"
3474,3663,2483,2283,2560,2391,4225,3541,4225,484,4225,1493,4225,1777,2572,"2541"
1209,883,3724,3930,1409,2391,4225,3955,4225,4225,4225,577,4225,1104,637,"2542"
2526,3430,1227,2196,2471,1926,4225,1934,974,4225,790,1473,526,2211,926,"2543"
3774,2266,1957,2849,2471,2620,1221,2863,4225,1677,733,4123,2301,3663,3145,"2544"
1762,919,3230,1625,2201,2391,458,3744,1209,4225,4225,515,4225,675,1436,"2545"
84,210,158,132,24,22,9,292,717,100,10,185,29,53,71,"2546"
3433,3317,3050,2416,1908,686,1325,1673,4225,791,1219,3240,2666,3679,2596,"2547"
4008,3816,1360,3702,4225,923,801,2074,4225,4225,2381,2058,1171,1125,2348,"2548"
1466,848,3613,3076,946,1481,4225,3509,4225,4225,4225,2121,4225,4225,4225,"2549"
3471,2931,1192,1541,2896,494,458,2990,89,663,1579,536,2173,3550,2667,"2550"
1925,2157,2319,1541,1836,1120,4225,3552,4225,4225,4225,273,4225,323,834,"2551"
1837,1392,891,1767,4225,4225,4225,1971,1097,1340,4225,1684,1594,2062,2260,"2552"
2720,4225,1481,3642,4225,4225,4225,1996,4225,4225,4225,2527,4225,3663,2957,"2553"
2217,2594,1290,2155,2896,2256,4225,1990,4225,4225,576,4016,2666,1667,4225,"2554"
769,4225,1832,2300,4225,4225,4225,3696,4225,4225,4225,352,62,606,4225,"2555"
2692,1221,3819,1340,2374,2749,661,3262,4225,1501,4225,2893,4225,1974,2234,"2556"
1673,1675,294,662,1764,820,363,2379,432,4225,375,478,477,1280,884,"2557"
3402,1812,1622,1801,4225,4225,4225,2838,4225,4225,4225,75,4225,4225,926,"2558"
137,57,2855,2671,38,653,4225,2019,4225,4225,4225,75,4225,4225,4225,"2559"
1090,2705,2794,2155,2201,868,4225,1407,4225,4225,1828,2375,2419,1143,524,"2560"
3984,3317,4017,2196,2471,1926,1182,2678,1087,937,2564,2953,2820,3791,2379,"2561"
3410,2594,2250,2498,1633,2620,1598,181,1148,1153,924,3303,1058,2910,1961,"2562"
2021,1454,4225,3509,2471,1044,4225,279,1202,4225,1356,2874,4225,2450,1230,"2563"
3468,1979,2794,2800,1836,3169,4225,75,1260,4225,856,4178,2666,3341,1014,"2564"
3032,1979,3640,3034,1764,1926,1650,125,4225,4225,2153,736,1275,978,2754,"2565"
557,3816,2794,2229,774,584,860,1316,1085,4225,681,1521,2173,1148,617,"2566"
3891,2594,3724,3995,2201,1481,1325,1130,4225,1396,2564,3211,2536,2985,2760,"2567"
2063,1517,2855,2619,1301,3169,4225,133,4225,4225,733,1555,4225,1451,4225,"2568"
751,446,4225,2934,581,3323,4225,3604,4225,4225,4225,3637,962,1280,240,"2569"
3770,3546,2483,3196,3398,1842,693,2617,4225,822,1908,2406,1058,2097,2572,"2570"
1337,483,965,2283,439,2501,4225,900,4225,4225,4225,773,4225,211,4225,"2571"
2953,3430,1320,2549,1836,494,1650,2748,4225,937,1356,2467,1806,1335,2454,"2572"
1790,2834,1957,1879,816,1737,1043,3234,4225,937,1665,2893,2952,3047,2699,"2573"
2489,1392,1753,3964,1514,1338,4225,2955,4225,4225,4225,437,4225,4225,834,"2574"
256,1221,600,340,125,248,95,3428,4225,1270,631,3773,2301,426,614,"2575"
2695,4225,409,1240,4225,4225,4225,3850,4225,4225,4225,1390,4225,4225,4225,"2576"
2117,848,1099,2240,4225,4225,4225,3520,4225,301,4225,773,166,1113,1967,"2577"
3496,4225,4225,4015,4225,868,4225,533,1243,4225,999,2527,2419,1433,2969,"2578"
2341,4225,1391,3725,2201,153,1598,186,778,4225,96,2159,277,612,1310,"2579"
3248,3195,3819,3169,1699,3323,4225,105,4225,4225,999,4016,962,2503,4225,"2580"
2257,2594,506,2549,3310,2620,4225,1110,716,4225,4225,167,4225,267,1163,"2581"
2544,3430,1290,2411,3149,820,525,122,1142,432,2564,3267,1594,2226,1961,"2582"
3346,2075,3037,3196,1836,2749,4225,47,1221,4225,1291,3637,1372,1777,4225,"2583"
1626,2834,748,1590,4225,4225,4225,2766,4225,4225,4225,463,2536,1777,4225,"2584"
3169,2395,1076,1594,4225,4225,4225,2600,4225,874,4225,3637,962,4225,1640,"2585"
2719,2490,2545,662,2123,3017,4225,2922,4225,159,4225,4099,1058,2287,1505,"2586"
1380,809,3927,3331,1456,2620,4225,137,4225,4225,1426,2058,1372,2431,668,"2587"
833,2157,2319,2000,946,3323,4225,3521,4225,4225,537,1182,4225,1491,4225,"2588"
2390,1588,1249,4175,1633,1120,4225,254,1126,4225,2069,3035,2820,3019,1014,"2589"
3686,3317,2377,4037,2979,1926,4225,1822,4225,4225,4225,773,4225,4225,2234,"2590"
3935,3430,2483,3964,3231,3323,1091,1740,4225,1209,631,3476,653,2242,2572,"2591"
2503,4225,1201,475,4225,4225,4225,3074,4225,4225,4225,3454,4225,2211,2754,"2592"
1723,2266,398,944,3231,1926,153,943,1077,355,170,1273,4225,473,926,"2593"
1956,4225,220,536,4225,4225,4225,1809,163,4225,4225,130,4225,1104,1163,"2594"
1303,1454,600,413,419,820,1288,2746,4225,749,1426,2058,2536,1029,2042,"2595"
339,4225,971,1001,4225,4225,4225,3405,4225,4225,4225,1273,4225,423,577,"2596"
1094,1165,2377,1879,1982,3454,4225,141,1225,4225,500,1933,526,1618,371,"2597"
118,4225,160,108,4225,4225,4225,3252,4225,4225,4225,125,4225,80,1505,"2598"
4066,4225,3819,2671,4225,1191,552,115,4225,484,1985,3851,4225,3270,2140,"2599"
1182,999,1436,974,4225,4225,4225,3491,1013,1447,4225,2230,874,1974,3052,"2600"
489,284,107,462,134,130,115,2825,1028,149,2469,93,2301,2431,554,"2601"
1786,4225,2949,3460,4225,248,4225,3573,4225,4225,140,388,1594,382,1973,"2602"
2940,3816,887,1401,2804,584,480,3256,4225,4225,2153,555,1594,2120,4225,"2603"
851,1271,1167,1839,1699,3169,4225,3002,4225,4225,264,883,653,793,311,"2604"
919,2834,1249,516,1514,774,174,2725,1020,53,4225,4133,2046,2824,297,"2605"
3238,3816,4017,3169,1699,1572,4225,2121,4225,408,4225,1684,4225,1280,1961,"2606"
1526,2075,1888,2976,1764,2873,4225,2023,4225,4225,4225,911,4225,779,1059,"2607"
3322,2705,4017,2498,3398,2749,458,3018,4225,4225,1511,1814,1275,1777,2572,"2608"
3951,3546,2559,3467,4225,4225,4225,1315,1153,4225,4225,4159,4225,1777,1873,"2609"
3530,4225,1558,2373,4225,4225,4225,3625,4225,4225,4225,2375,4225,3481,1873,"2610"
3449,3317,494,2411,2724,235,4225,284,1032,4225,1139,2187,2666,1652,1365,"2611"
2416,1124,3724,1317,2979,2873,4225,3703,4225,4225,4225,1118,4225,1280,4225,"2612"
3549,2157,1768,2045,1409,542,4225,834,4225,1209,1356,2582,1594,3803,2485,"2613"
3340,2834,1470,816,4225,4225,4225,3889,4225,280,4225,1416,2536,3173,2847,"2614"
1979,1392,4225,4158,1568,2749,4225,2854,4225,4225,1511,1933,4225,2211,1114,"2615"
3994,2705,2559,3964,4225,4225,4225,841,738,4225,4225,2287,4225,873,4225,"2616"
2395,1675,1957,2976,1456,262,4225,2767,891,4225,4225,911,4225,4225,1059,"2617"
3127,4225,2794,1106,1356,2749,4225,4184,4225,107,4225,3549,4225,1777,1163,"2618"
1446,3055,3298,1401,1120,430,1221,3368,134,1044,350,958,2046,2340,1523,"2619"
675,257,952,460,4225,4225,4225,3920,4225,246,4225,1587,2301,1280,483,"2620"
2692,4225,3129,2411,2471,1737,927,3434,4225,484,2469,4016,1372,3663,2847,"2621"
3737,2931,3927,3296,3231,2620,4225,2351,4225,4225,1746,2629,4225,2431,1436,"2622"
1027,2705,2391,1486,4225,4225,4225,3034,4225,301,4225,3903,2820,2935,2957,"2623"
1588,2395,2631,1172,4225,4225,4225,4027,4225,749,4225,773,1058,388,834,"2624"
1803,1740,2701,2229,2560,2620,4225,4080,4225,4225,1426,4056,1171,3145,926,"2625"
3546,2075,952,1565,4225,4225,4225,2452,4225,937,4225,3549,2666,1280,2234,"2626"
277,446,1608,48,603,1338,76,1349,1004,80,2069,1622,2301,4225,733,"2627"
1742,956,743,863,1070,430,1413,1024,586,1209,1746,1443,2666,3697,2348,"2628"
1494,646,289,594,1013,157,1367,2003,587,577,790,1226,357,333,1649,"2629"
1177,1884,1888,2934,2638,2873,4225,1036,4225,4225,500,854,434,873,1436,"2630"
842,1165,4225,2701,1982,2033,4225,1841,4225,4225,2153,3303,2301,3389,466,"2631"
5,5,4017,279,14,3454,4225,134,4225,4225,4225,1390,4225,1104,4225,"2632"
287,143,1436,1446,210,1044,4225,1689,113,4225,4225,131,4225,107,4225,"2633"
1478,919,2202,1655,915,1842,1005,3926,4225,749,1828,3264,2536,1894,1657,"2634"
3212,2266,4225,1956,2374,3017,801,770,4225,874,1219,4016,1702,2211,1961,"2635"
3387,2157,506,1317,1245,262,1650,2109,1088,1099,1219,3480,2046,3207,2969,"2636"
3584,2705,3072,2503,4225,4225,4225,430,473,1270,4225,3955,2820,3270,2847,"2637"
1229,883,1509,1083,1198,1407,4225,1863,4225,4225,4225,833,4225,4225,224,"2638"
2331,1812,3537,2080,745,1642,661,1981,4225,1396,2469,2387,2419,2295,2957,"2639"
2947,4225,4225,2450,2724,988,1005,3943,1043,4225,1291,2082,1806,3364,2078,"2640"
1848,1392,327,4147,1568,923,4225,84,1023,4225,350,3211,2536,1104,4225,"2641"
1159,2834,2319,1066,816,820,1091,3958,4225,1099,1746,2417,2820,2503,1507,"2642"
3907,2834,3613,3770,2374,1572,1650,1943,4225,1548,4225,2121,1594,2097,2754,"2643"
2576,1884,4109,3460,1409,3017,4225,220,4225,4225,1219,3053,1471,2593,4225,"2644"
3107,1675,2056,1655,1070,614,1325,1069,247,4225,1426,2174,800,1689,2874,"2645"
3289,3546,3298,2701,3398,2501,4225,2635,4225,383,1426,3912,2419,2431,4225,"2646"
2718,3055,1516,1376,2284,1191,552,3299,4225,4225,2153,3476,962,2431,1505,"2647"
1314,1812,1762,1018,4225,4225,4225,766,973,1209,4225,1745,2419,1443,1736,"2648"
2229,2266,2949,1361,1514,1120,927,3800,4225,749,2069,4085,4225,3389,2348,"2649"
4056,3816,4225,3813,2560,2033,1559,997,4225,1044,2153,3549,2419,3173,4225,"2650"
1590,3195,1436,689,2724,1407,115,2542,4225,4225,1908,3476,1171,3389,342,"2651"
2879,1740,2978,1890,4225,4225,4225,3445,4225,1396,4225,1814,1058,1974,2454,"2652"
1676,4225,3514,3196,4225,584,4225,1893,4225,4225,631,2972,2536,1777,2608,"2653"
2965,3816,4225,2196,2896,1926,579,3879,4225,408,2310,3895,2301,2935,1579,"2654"
3337,2266,3724,2155,1908,1737,1221,3859,4225,1209,2310,4099,2820,3403,1802,"2655"
2287,4225,1481,2242,4225,4225,4225,3546,4225,4225,4225,3303,4225,3145,4225,"2656"
3177,2266,2887,3964,4225,4225,4225,1518,378,4225,4225,1118,4225,1777,4225,"2657"
3446,2834,3298,2000,1633,2873,4225,3760,4225,4225,4225,2897,4225,1974,4225,"2658"
2084,3430,3321,3034,2123,1191,1135,3946,4225,749,2153,3576,2820,3047,1384,"2659"
4160,3816,3216,3850,3149,1407,1288,1506,4225,1153,2240,4085,2666,2431,2847,"2660"
2438,1337,3072,2196,4225,4225,4225,3376,4225,749,4225,1814,434,1170,1301,"2661"
1426,4225,691,678,4225,4225,4225,1925,842,4225,4225,3802,4225,4225,4225,"2662"
304,136,709,377,4225,4225,4225,3538,816,80,4225,1617,721,1433,4225,"2663"
1506,809,2887,2595,4225,4225,4225,1965,4225,301,4225,1273,1471,1974,1447,"2664"
843,284,2161,948,4225,4225,4225,3189,4225,124,4225,2008,721,1020,837,"2665"
1889,4225,1026,790,4225,4225,4225,1927,775,4225,4225,3549,4225,3145,1163,"2666"
2018,1271,2391,1924,4225,4225,4225,3598,4225,1099,4225,3848,2419,3518,1510,"2667"
1752,2075,2138,863,3231,1842,4225,3158,4225,4225,1828,3211,1275,3663,4225,"2668"
337,270,2855,3579,404,2256,4225,759,4225,4225,1426,1437,1171,1801,148,"2669"
2526,3663,1888,2671,2201,494,1182,73,1167,640,681,3465,1058,2010,1588,"2670"
2670,2490,3072,2814,4225,4225,4225,65,1246,4225,4225,4056,477,2910,1505,"2671"
3013,3055,2794,3770,3057,3169,4225,183,4225,4225,681,1351,584,978,2042,"2672"
4190,3816,2978,3607,4225,4225,4225,104,4225,4225,4225,4056,1275,1606,1873,"2673"
3219,1979,1902,2671,4225,4225,4225,858,1118,4225,4225,2713,1806,3791,2279,"2674"
1650,745,2202,619,1633,2873,385,3670,4225,1611,681,4123,2536,3341,3224,"2675"
866,387,658,2000,559,2256,4225,197,1040,4225,4225,2547,357,675,4225,"2676"
3150,3055,3400,3850,2201,988,4225,114,1201,4225,4225,2417,4225,3341,4225,"2677"
